pass,config,perturbation,level,seed,fold,balanced_accuracy,macro_f1,roc_auc,n_test
representation_level,A0,amplitude_noise,clean,46,1,0.5476190476190476,0.5448559670781893,0.726379440665155,126
representation_level,A0,amplitude_noise,clean,46,2,0.4444444444444444,0.4330572287432662,0.6647770219198791,126
representation_level,A0,amplitude_noise,clean,46,3,0.4920634920634921,0.49349415204678365,0.682634164777022,126
representation_level,A0,amplitude_noise,clean,46,4,0.4761904761904762,0.4800106480809254,0.677721088435374,126
representation_level,A1,amplitude_noise,clean,42,0,0.42635658914728686,0.42495491746428077,0.6269154497926807,129
representation_level,A1,amplitude_noise,clean,42,1,0.4761904761904761,0.47826086956521735,0.6527777777777778,126
representation_level,A1,amplitude_noise,clean,42,2,0.4920634920634921,0.4883894671128714,0.6539115646258503,126
representation_level,A1,amplitude_noise,clean,42,3,0.4761904761904762,0.4703425229741019,0.6743197278911565,126
representation_level,A1,amplitude_noise,clean,42,4,0.5158730158730158,0.5125322381021524,0.6293461829176115,126
representation_level,A1,amplitude_noise,clean,43,0,0.441860465116279,0.44315455557656347,0.6065440778799351,129
representation_level,A1,amplitude_noise,clean,43,1,0.4761904761904762,0.4779627738054704,0.6328420256991686,126
representation_level,A1,amplitude_noise,clean,43,2,0.4603174603174603,0.453934953934954,0.6433295540438397,126
representation_level,A1,amplitude_noise,clean,43,3,0.5,0.496804915514593,0.6833900226757369,126
representation_level,A1,amplitude_noise,clean,43,4,0.4920634920634921,0.4878454878454878,0.664493575207861,126
representation_level,A1,amplitude_noise,clean,44,0,0.4573643410852713,0.4514495760322577,0.6486389039120245,129
representation_level,A1,amplitude_noise,clean,44,1,0.4603174603174603,0.45579374801506284,0.6213151927437641,126
representation_level,A1,amplitude_noise,clean,44,2,0.4682539682539682,0.4704764502636843,0.643140589569161,126
representation_level,A1,amplitude_noise,clean,44,3,0.4603174603174603,0.4610168460743173,0.6602418745275888,126
representation_level,A1,amplitude_noise,clean,44,4,0.4523809523809524,0.45075757575757575,0.6646825396825397,126
representation_level,A1,amplitude_noise,clean,45,0,0.45736434108527124,0.4563745356298548,0.6549486208761492,129
representation_level,A1,amplitude_noise,clean,45,1,0.4682539682539682,0.46242656449553005,0.6521164021164022,126
representation_level,A1,amplitude_noise,clean,45,2,0.41269841269841273,0.4103231336945446,0.573790627362056,126
representation_level,A1,amplitude_noise,clean,45,3,0.5476190476190476,0.5414339665502456,0.7028533635676494,126
representation_level,A1,amplitude_noise,clean,45,4,0.4603174603174603,0.4594393419745763,0.6398337112622827,126
representation_level,A1,amplitude_noise,clean,46,0,0.4573643410852713,0.45520420149918084,0.6888408148548765,129
representation_level,A1,amplitude_noise,clean,46,1,0.3968253968253968,0.39015579241143156,0.5841836734693877,126
representation_level,A1,amplitude_noise,clean,46,2,0.41269841269841273,0.4128545934595486,0.6395502645502646,126
representation_level,A1,amplitude_noise,clean,46,3,0.4603174603174603,0.4586141088649069,0.6293461829176116,126
representation_level,A1,amplitude_noise,clean,46,4,0.4365079365079365,0.4363171355498722,0.6494708994708994,126
representation_level,A2,amplitude_noise,clean,42,0,0.35658914728682173,0.3553755250888612,0.5596718947178654,129
representation_level,A2,amplitude_noise,clean,42,1,0.4603174603174603,0.4583694083694083,0.6029856386999243,126
representation_level,A2,amplitude_noise,clean,42,2,0.42063492063492064,0.42254310854402055,0.5995842781557067,126
representation_level,A2,amplitude_noise,clean,42,3,0.4285714285714286,0.42458226704802043,0.6305744520030234,126
representation_level,A2,amplitude_noise,clean,42,4,0.4444444444444444,0.4419644373781229,0.6117724867724869,126
representation_level,A2,amplitude_noise,clean,43,0,0.44961240310077516,0.4503565062388592,0.606093383811069,129
representation_level,A2,amplitude_noise,clean,43,1,0.35714285714285715,0.3471677559912854,0.5390211640211641,126
representation_level,A2,amplitude_noise,clean,43,2,0.48412698412698413,0.46724612232952883,0.6360544217687075,126
representation_level,A2,amplitude_noise,clean,43,3,0.4761904761904762,0.4779069767441861,0.6198979591836734,126
representation_level,A2,amplitude_noise,clean,43,4,0.4920634920634921,0.4923917706148395,0.6406840513983372,126
representation_level,A2,amplitude_noise,clean,44,0,0.3333333333333333,0.3274346661595271,0.5405624661979449,129
representation_level,A2,amplitude_noise,clean,44,1,0.4444444444444444,0.4448000792300282,0.5914588057445201,126
representation_level,A2,amplitude_noise,clean,44,2,0.4682539682539682,0.4673362027737924,0.6171579743008314,126
representation_level,A2,amplitude_noise,clean,44,3,0.4761904761904762,0.4719482068319278,0.6319916855631141,126
representation_level,A2,amplitude_noise,clean,44,4,0.5238095238095237,0.5174266574266574,0.6258503401360543,126
representation_level,A2,amplitude_noise,clean,45,0,0.4108527131782946,0.410323312535451,0.5934739498828195,129
representation_level,A2,amplitude_noise,clean,45,1,0.4523809523809524,0.4494650205761317,0.6129062736205594,126
representation_level,A2,amplitude_noise,clean,45,2,0.373015873015873,0.3742753623188406,0.5869236583522297,126
representation_level,A2,amplitude_noise,clean,45,3,0.38095238095238093,0.3810784287244866,0.5649092970521542,126
representation_level,A2,amplitude_noise,clean,45,4,0.42063492063492064,0.41708341303892366,0.6181972789115647,126
representation_level,A2,amplitude_noise,clean,46,0,0.4108527131782946,0.4085775335775335,0.5780602127276006,129
representation_level,A2,amplitude_noise,clean,46,1,0.4682539682539683,0.46313623565085554,0.5913643235071807,126
representation_level,A2,amplitude_noise,clean,46,2,0.4206349206349207,0.4162368272240042,0.5963718820861678,126
representation_level,A2,amplitude_noise,clean,46,3,0.4603174603174604,0.45459198728861655,0.6342592592592592,126
representation_level,A2,amplitude_noise,clean,46,4,0.38888888888888884,0.3897350154532097,0.5706727135298563,126
representation_level,A3,amplitude_noise,clean,42,0,0.3875968992248062,0.3843198882486467,0.5676942491436812,129
representation_level,A3,amplitude_noise,clean,42,1,0.36507936507936506,0.3650072591987659,0.5144557823129251,126
representation_level,A3,amplitude_noise,clean,42,2,0.3333333333333333,0.3328663491173998,0.4884731670445956,126
representation_level,A3,amplitude_noise,clean,42,3,0.3412698412698412,0.3400277656542691,0.5477135298563871,126
representation_level,A3,amplitude_noise,clean,42,4,0.3650793650793651,0.3645183809307923,0.5346749811035525,126
representation_level,A3,amplitude_noise,clean,43,0,0.3798449612403101,0.3781691986305222,0.5329908058409951,129
representation_level,A3,amplitude_noise,clean,43,1,0.35714285714285715,0.3553743062136185,0.5084089191232047,126
representation_level,A3,amplitude_noise,clean,43,2,0.3412698412698412,0.3406578051825709,0.49593726379440667,126
representation_level,A3,amplitude_noise,clean,43,3,0.3174603174603175,0.31846892125961895,0.5016061980347694,126
representation_level,A3,amplitude_noise,clean,43,4,0.3333333333333333,0.33130883692681445,0.5404383975812547,126
representation_level,A3,amplitude_noise,clean,44,0,0.36434108527131787,0.36381461675579324,0.534613304488913,129
representation_level,A3,amplitude_noise,clean,44,1,0.3015873015873016,0.2964666847898065,0.5058578987150416,126
representation_level,A3,amplitude_noise,clean,44,2,0.31746031746031744,0.3106187505780555,0.5280612244897959,126
representation_level,A3,amplitude_noise,clean,44,3,0.35714285714285715,0.3501703545882014,0.5053854875283447,126
representation_level,A3,amplitude_noise,clean,44,4,0.42063492063492064,0.42040983532758913,0.58078231292517,126
representation_level,A3,amplitude_noise,clean,45,0,0.3565891472868217,0.35507576188579776,0.5507481521543176,129
representation_level,A3,amplitude_noise,clean,45,1,0.3412698412698412,0.34130932878462894,0.5150226757369615,126
representation_level,A3,amplitude_noise,clean,45,2,0.34920634920634924,0.3462456020882987,0.5263605442176871,126
representation_level,A3,amplitude_noise,clean,45,3,0.38888888888888884,0.38410282806528007,0.5423280423280423,126
representation_level,A3,amplitude_noise,clean,45,4,0.4047619047619047,0.4041019955654102,0.5560279667422525,126
representation_level,A3,amplitude_noise,clean,46,0,0.3798449612403101,0.362926595094702,0.5630070308274743,129
representation_level,A3,amplitude_noise,clean,46,1,0.3095238095238095,0.3076776008521563,0.49518140589569165,126
representation_level,A3,amplitude_noise,clean,46,2,0.373015873015873,0.37341585617447687,0.5397770219198791,126
representation_level,A3,amplitude_noise,clean,46,3,0.38095238095238093,0.37917746937115554,0.5482804232804233,126
representation_level,A3,amplitude_noise,clean,46,4,0.30952380952380953,0.3095118885834857,0.5102985638699925,126
representation_level,A4,amplitude_noise,clean,42,0,0.4186046511627907,0.40440687213882676,0.5708491076257437,129
representation_level,A4,amplitude_noise,clean,42,1,0.36507936507936506,0.3368279913943893,0.5889077853363568,126
representation_level,A4,amplitude_noise,clean,42,2,0.34920634920634913,0.33158399233165586,0.5219198790627362,126
representation_level,A4,amplitude_noise,clean,42,3,0.3650793650793651,0.342282589989012,0.5651927437641723,126
representation_level,A4,amplitude_noise,clean,42,4,0.373015873015873,0.370110696860904,0.49489795918367346,126
representation_level,A4,amplitude_noise,clean,43,0,0.4108527131782946,0.4055503488493179,0.5432666306111411,129
representation_level,A4,amplitude_noise,clean,43,1,0.38888888888888884,0.3803340772299994,0.5400604686318973,126
representation_level,A4,amplitude_noise,clean,43,2,0.38095238095238093,0.3646619428582231,0.5436507936507937,126
representation_level,A4,amplitude_noise,clean,43,3,0.3253968253968254,0.2784630030652062,0.5083144368858655,126
representation_level,A4,amplitude_noise,clean,43,4,0.42063492063492064,0.4129307286481043,0.5976946334089192,126
representation_level,A4,amplitude_noise,clean,44,0,0.3488372093023256,0.3392575411232128,0.5056787452677123,129
representation_level,A4,amplitude_noise,clean,44,1,0.3968253968253968,0.3820756585462468,0.565854119425548,126
representation_level,A4,amplitude_noise,clean,44,2,0.3412698412698412,0.32368780557952254,0.5162509448223734,126
representation_level,A4,amplitude_noise,clean,44,3,0.3253968253968254,0.3088765928554679,0.5053854875283447,126
representation_level,A4,amplitude_noise,clean,44,4,0.373015873015873,0.35781803439593735,0.582766439909297,126
representation_level,A4,amplitude_noise,clean,45,0,0.29457364341085274,0.2876036991704067,0.5356048314404181,129
representation_level,A4,amplitude_noise,clean,45,1,0.4444444444444444,0.4320658508158508,0.5764361300075586,126
representation_level,A4,amplitude_noise,clean,45,2,0.31746031746031744,0.2844127550009903,0.47203325774754346,126
representation_level,A4,amplitude_noise,clean,45,3,0.38888888888888884,0.3742690058479532,0.5689720332577476,126
representation_level,A4,amplitude_noise,clean,45,4,0.36507936507936506,0.3513421890134219,0.5195578231292517,126
representation_level,A4,amplitude_noise,clean,46,0,0.3488372093023256,0.34438775510204084,0.5459707950243375,129
representation_level,A4,amplitude_noise,clean,46,1,0.38095238095238093,0.3726424595327034,0.5489417989417988,126
representation_level,A4,amplitude_noise,clean,46,2,0.35714285714285715,0.3213801182850557,0.5414777021919879,126
representation_level,A4,amplitude_noise,clean,46,3,0.3650793650793651,0.34949633699633703,0.5585789871504158,126
representation_level,A4,amplitude_noise,clean,46,4,0.35714285714285715,0.3377314814814814,0.5287226001511716,126
representation_level,A5,amplitude_noise,clean,42,0,0.42635658914728686,0.4252422067033534,0.5956372814133767,129
representation_level,A5,amplitude_noise,clean,42,1,0.4444444444444444,0.44503389330975535,0.6284013605442177,126
representation_level,A5,amplitude_noise,clean,42,2,0.3968253968253968,0.39399224806201555,0.5920256991685563,126
representation_level,A5,amplitude_noise,clean,42,3,0.42857142857142855,0.42239760006054894,0.6357709750566894,126
representation_level,A5,amplitude_noise,clean,42,4,0.4365079365079365,0.435299752084742,0.6147014361300075,126
representation_level,A5,amplitude_noise,clean,43,0,0.42635658914728686,0.4256922426548298,0.6219578150351542,129
representation_level,A5,amplitude_noise,clean,43,1,0.3650793650793651,0.36274836274836275,0.563869992441421,126
representation_level,A5,amplitude_noise,clean,43,2,0.4523809523809524,0.43355919442875973,0.6089380196523054,126
representation_level,A5,amplitude_noise,clean,43,3,0.4761904761904763,0.4741006579509528,0.6417233560090704,126
representation_level,A5,amplitude_noise,clean,43,4,0.4523809523809524,0.4525193209814046,0.6389833711262283,126
representation_level,A5,amplitude_noise,clean,44,0,0.3953488372093023,0.387733423144053,0.594104921579232,129
representation_level,A5,amplitude_noise,clean,44,1,0.41269841269841273,0.41134385084096975,0.5866402116402116,126
representation_level,A5,amplitude_noise,clean,44,2,0.4444444444444445,0.442225984368621,0.6310468631897204,126
representation_level,A5,amplitude_noise,clean,44,3,0.5158730158730159,0.5148685522230768,0.667989417989418,126
representation_level,A5,amplitude_noise,clean,44,4,0.4841269841269842,0.47938489352599406,0.6583522297808012,126
representation_level,A5,amplitude_noise,clean,45,0,0.4573643410852713,0.4539622001864565,0.6035694970254192,129
representation_level,A5,amplitude_noise,clean,45,1,0.45238095238095233,0.44502923976608183,0.622260015117158,126
representation_level,A5,amplitude_noise,clean,45,2,0.38095238095238093,0.3801390989357251,0.5689720332577476,126
representation_level,A5,amplitude_noise,clean,45,3,0.4523809523809524,0.44987294401077355,0.6045918367346939,126
representation_level,A5,amplitude_noise,clean,45,4,0.4761904761904762,0.4728167239986669,0.6632653061224489,126
representation_level,A5,amplitude_noise,clean,46,0,0.44961240310077516,0.4493006993006993,0.5892374256354787,129
representation_level,A5,amplitude_noise,clean,46,1,0.4444444444444445,0.4408906696140738,0.6017573696145124,126
representation_level,A5,amplitude_noise,clean,46,2,0.4444444444444444,0.4436475328726024,0.6147959183673469,126
representation_level,A5,amplitude_noise,clean,46,3,0.4365079365079365,0.4333785004516712,0.6418178382464096,126
representation_level,A5,amplitude_noise,clean,46,4,0.41269841269841273,0.414274322169059,0.5836167800453516,126
representation_level,A6,amplitude_noise,clean,42,0,0.45736434108527124,0.4567786902200676,0.6211465657111952,129
representation_level,A6,amplitude_noise,clean,42,1,0.5,0.4985083750931913,0.6441798941798942,126
representation_level,A6,amplitude_noise,clean,42,2,0.5079365079365079,0.5028985507246376,0.6688397581254724,126
representation_level,A6,amplitude_noise,clean,42,3,0.4523809523809524,0.4470629771834591,0.6812169312169313,126
representation_level,A6,amplitude_noise,clean,42,4,0.5,0.4973076019587648,0.6363378684807256,126
representation_level,A6,amplitude_noise,clean,43,0,0.441860465116279,0.44365971107544144,0.6200648999459167,129
representation_level,A6,amplitude_noise,clean,43,1,0.4761904761904762,0.4773136773136773,0.6359599395313681,126
representation_level,A6,amplitude_noise,clean,43,2,0.4761904761904761,0.46501242727992786,0.6603363567649282,126
representation_level,A6,amplitude_noise,clean,43,3,0.5476190476190476,0.5446794828403168,0.6874527588813303,126
representation_level,A6,amplitude_noise,clean,43,4,0.5,0.49650349650349646,0.671485260770975,126
representation_level,A6,amplitude_noise,clean,44,0,0.44961240310077516,0.44316900849408586,0.6343068325220841,129
representation_level,A6,amplitude_noise,clean,44,1,0.5158730158730158,0.5160530841188811,0.652588813303099,126
representation_level,A6,amplitude_noise,clean,44,2,0.507936507936508,0.5100829395751963,0.6637377173091458,126
representation_level,A6,amplitude_noise,clean,44,3,0.4920634920634921,0.49294853833940416,0.6716742252456537,126
representation_level,A6,amplitude_noise,clean,44,4,0.4603174603174603,0.4571935337548089,0.6776266061980348,126
representation_level,A6,amplitude_noise,clean,45,0,0.48062015503875966,0.47988614800759016,0.662970975301965,129
representation_level,A6,amplitude_noise,clean,45,1,0.5079365079365079,0.50516497228302,0.6616591080876795,126
representation_level,A6,amplitude_noise,clean,45,2,0.42063492063492064,0.41675209511146294,0.5886243386243386,126
representation_level,A6,amplitude_noise,clean,45,3,0.5,0.49767441860465117,0.674697656840514,126
representation_level,A6,amplitude_noise,clean,45,4,0.5,0.5007742129023455,0.6528722600151171,126
representation_level,A6,amplitude_noise,clean,46,0,0.4883720930232558,0.48495635223324013,0.7015503875968992,129
representation_level,A6,amplitude_noise,clean,46,1,0.4444444444444444,0.43231287231287235,0.6057256235827664,126
representation_level,A6,amplitude_noise,clean,46,2,0.42063492063492064,0.41852812215829793,0.6660997732426304,126
representation_level,A6,amplitude_noise,clean,46,3,0.4523809523809524,0.44977462249267525,0.6427626606198036,126
representation_level,A6,amplitude_noise,clean,46,4,0.4444444444444444,0.4414502289560917,0.6338813303099017,126
representation_level,A7,amplitude_noise,clean,42,0,0.44961240310077527,0.4462291241113607,0.6372814133765999,129
representation_level,A7,amplitude_noise,clean,42,1,0.4761904761904761,0.4784957579057212,0.6548563869992442,126
representation_level,A7,amplitude_noise,clean,42,2,0.4603174603174603,0.4524572649572649,0.6494708994708994,126
representation_level,A7,amplitude_noise,clean,42,3,0.4523809523809524,0.4464363523187052,0.6785714285714285,126
representation_level,A7,amplitude_noise,clean,42,4,0.4920634920634921,0.4881705634835423,0.6312358276643991,126
representation_level,A7,amplitude_noise,clean,43,0,0.441860465116279,0.4436387288997996,0.6051018568595637,129
representation_level,A7,amplitude_noise,clean,43,1,0.4523809523809524,0.4534617116731939,0.6315192743764172,126
representation_level,A7,amplitude_noise,clean,43,2,0.4603174603174603,0.44977294367538273,0.6463529856386998,126
representation_level,A7,amplitude_noise,clean,43,3,0.4920634920634921,0.48779528005534195,0.6884920634920636,126
representation_level,A7,amplitude_noise,clean,43,4,0.48412698412698413,0.4787586256941941,0.6681783824640967,126
representation_level,A7,amplitude_noise,clean,44,0,0.4728682170542636,0.4652520861842282,0.6537768162970975,129
representation_level,A7,amplitude_noise,clean,44,1,0.48412698412698413,0.481473573619372,0.6299130763416477,126
representation_level,A7,amplitude_noise,clean,44,2,0.4761904761904762,0.47902318406605865,0.6496598639455783,126
representation_level,A7,amplitude_noise,clean,44,3,0.4523809523809524,0.45475224623240823,0.652116402116402,126
representation_level,A7,amplitude_noise,clean,44,4,0.4603174603174603,0.45797470503352855,0.6694066515495086,126
representation_level,A7,amplitude_noise,clean,45,0,0.441860465116279,0.43883104815004453,0.6540472327384171,129
representation_level,A7,amplitude_noise,clean,45,1,0.4682539682539683,0.46256494264202414,0.6558012093726379,126
representation_level,A7,amplitude_noise,clean,45,2,0.4047619047619048,0.4021930523937316,0.5775699168556311,126
representation_level,A7,amplitude_noise,clean,45,3,0.5476190476190476,0.5402640614491522,0.7119236583522297,126
representation_level,A7,amplitude_noise,clean,45,4,0.4841269841269842,0.4838470631023822,0.6453136810279667,126
representation_level,A7,amplitude_noise,clean,46,0,0.4728682170542635,0.4714315833860426,0.6843338741662159,129
representation_level,A7,amplitude_noise,clean,46,1,0.3888888888888889,0.38185182515079424,0.5854119425547998,126
representation_level,A7,amplitude_noise,clean,46,2,0.4444444444444444,0.4405904890691909,0.6475812547241119,126
representation_level,A7,amplitude_noise,clean,46,3,0.4761904761904762,0.4722432816624924,0.6366213151927438,126
representation_level,A7,amplitude_noise,clean,46,4,0.4682539682539682,0.4705186704263864,0.6538170823885109,126
representation_level,A8,amplitude_noise,clean,42,0,0.4573643410852713,0.45629540103989624,0.6285379484405985,129
representation_level,A8,amplitude_noise,clean,42,1,0.4761904761904762,0.4760401721664275,0.6530612244897959,126
representation_level,A8,amplitude_noise,clean,42,2,0.4682539682539682,0.4617973322444535,0.6602418745275888,126
representation_level,A8,amplitude_noise,clean,42,3,0.4761904761904762,0.4676214833759591,0.6840513983371125,126
representation_level,A8,amplitude_noise,clean,42,4,0.5396825396825397,0.5366717869943677,0.6375661375661376,126
representation_level,A8,amplitude_noise,clean,43,0,0.434108527131783,0.43582743511964955,0.62015503875969,129
representation_level,A8,amplitude_noise,clean,43,1,0.49206349206349204,0.49259035465932016,0.6349206349206349,126
representation_level,A8,amplitude_noise,clean,43,2,0.4761904761904762,0.4629724997425069,0.6614701436130007,126
representation_level,A8,amplitude_noise,clean,43,3,0.5476190476190476,0.5459302325581395,0.6982237339380196,126
representation_level,A8,amplitude_noise,clean,43,4,0.5158730158730159,0.5110325464377392,0.6789493575207861,126
representation_level,A8,amplitude_noise,clean,44,0,0.44186046511627913,0.43414224664224665,0.638994050838291,129
representation_level,A8,amplitude_noise,clean,44,1,0.5238095238095238,0.5245166713365088,0.6597694633408918,126
representation_level,A8,amplitude_noise,clean,44,2,0.5158730158730159,0.5188548693997578,0.67072940287226,126
representation_level,A8,amplitude_noise,clean,44,3,0.4603174603174603,0.4621212121212121,0.6663832199546484,126
representation_level,A8,amplitude_noise,clean,44,4,0.5158730158730158,0.5135939396001316,0.6824452003023431,126
representation_level,A8,amplitude_noise,clean,45,0,0.4728682170542635,0.4724253715633026,0.6637822246259238,129
representation_level,A8,amplitude_noise,clean,45,1,0.5,0.498328446907429,0.6698790627362056,126
representation_level,A8,amplitude_noise,clean,45,2,0.4444444444444444,0.44014606792384575,0.5880574452003023,126
representation_level,A8,amplitude_noise,clean,45,3,0.5079365079365079,0.5034734443391544,0.6831065759637188,126
representation_level,A8,amplitude_noise,clean,45,4,0.4920634920634921,0.492193245556064,0.6564625850340136,126
representation_level,A8,amplitude_noise,clean,46,0,0.4883720930232558,0.4837194169427435,0.6965927528393726,129
representation_level,A8,amplitude_noise,clean,46,1,0.42063492063492064,0.40844824416252984,0.6059145880574452,126
representation_level,A8,amplitude_noise,clean,46,2,0.4682539682539683,0.4655997728286885,0.67224111866969,126
representation_level,A8,amplitude_noise,clean,46,3,0.4682539682539682,0.46672788987026087,0.6442743764172335,126
representation_level,A8,amplitude_noise,clean,46,4,0.4285714285714286,0.42706045966915535,0.641156462585034,126
representation_level,A9,amplitude_noise,clean,42,0,0.4573643410852713,0.45629540103989624,0.6277266991166396,129
representation_level,A9,amplitude_noise,clean,42,1,0.48412698412698413,0.48337519920049693,0.6515495086923658,126
representation_level,A9,amplitude_noise,clean,42,2,0.4761904761904761,0.47065217391304354,0.659297052154195,126
representation_level,A9,amplitude_noise,clean,42,3,0.4761904761904762,0.4676214833759591,0.683390022675737,126
representation_level,A9,amplitude_noise,clean,42,4,0.5238095238095238,0.5215425441431634,0.6375661375661376,126
representation_level,A9,amplitude_noise,clean,43,0,0.434108527131783,0.43582743511964955,0.6197043446908239,129
representation_level,A9,amplitude_noise,clean,43,1,0.49206349206349204,0.49259035465932016,0.6345427059712775,126
representation_level,A9,amplitude_noise,clean,43,2,0.4761904761904762,0.4599867724867725,0.6609032501889645,126
representation_level,A9,amplitude_noise,clean,43,3,0.5476190476190476,0.5459302325581395,0.6978458049886621,126
representation_level,A9,amplitude_noise,clean,43,4,0.5158730158730159,0.5110325464377392,0.6784769463340892,126
representation_level,A9,amplitude_noise,clean,44,0,0.46511627906976744,0.4568925050852761,0.6391743284658374,129
representation_level,A9,amplitude_noise,clean,44,1,0.5238095238095238,0.5245166713365088,0.6593915343915344,126
representation_level,A9,amplitude_noise,clean,44,2,0.5158730158730159,0.5188548693997578,0.6698790627362056,126
representation_level,A9,amplitude_noise,clean,44,3,0.4603174603174603,0.4621212121212121,0.6659108087679516,126
representation_level,A9,amplitude_noise,clean,44,4,0.5079365079365079,0.5056610056610057,0.6813114134542705,126
representation_level,A9,amplitude_noise,clean,45,0,0.4728682170542635,0.4724253715633026,0.6624301424193257,129
representation_level,A9,amplitude_noise,clean,45,1,0.5,0.498328446907429,0.6695956160241874,126
representation_level,A9,amplitude_noise,clean,45,2,0.4365079365079365,0.43292181069958846,0.5856953892668177,126
representation_level,A9,amplitude_noise,clean,45,3,0.5079365079365079,0.5034734443391544,0.6824452003023431,126
representation_level,A9,amplitude_noise,clean,45,4,0.48412698412698413,0.4844173441734417,0.6564625850340136,126
representation_level,A9,amplitude_noise,clean,46,0,0.4883720930232558,0.4837194169427435,0.695871642329187,129
representation_level,A9,amplitude_noise,clean,46,1,0.41269841269841273,0.40202749140893473,0.6060090702947846,126
representation_level,A9,amplitude_noise,clean,46,2,0.4682539682539683,0.4655997728286885,0.67072940287226,126
representation_level,A9,amplitude_noise,clean,46,3,0.4682539682539682,0.46744738055864915,0.643896447467876,126
representation_level,A9,amplitude_noise,clean,46,4,0.4285714285714286,0.42706045966915535,0.6398337112622826,126
representation_level,A0,amplitude_noise,20,42,0,0.44186046511627913,0.4373631047315258,0.6470164052641066,129
representation_level,A0,amplitude_noise,20,42,1,0.4761904761904761,0.4762959206671174,0.677437641723356,126
representation_level,A0,amplitude_noise,20,42,2,0.4285714285714286,0.41465909090909087,0.6212207105064248,126
representation_level,A0,amplitude_noise,20,42,3,0.4841269841269842,0.483861893743478,0.6191421012849584,126
representation_level,A0,amplitude_noise,20,42,4,0.5396825396825397,0.5380796608218028,0.7031368102796675,126
representation_level,A0,amplitude_noise,20,43,0,0.48062015503875966,0.48244524693534235,0.6469262664503335,129
representation_level,A0,amplitude_noise,20,43,1,0.507936507936508,0.5087326048379565,0.6546674225245654,126
representation_level,A0,amplitude_noise,20,43,2,0.5634920634920635,0.5598309979918319,0.7171201814058957,126
representation_level,A0,amplitude_noise,20,43,3,0.4444444444444444,0.443620429255474,0.615079365079365,126
representation_level,A0,amplitude_noise,20,43,4,0.42063492063492064,0.4115457574980774,0.6245275888133032,126
representation_level,A0,amplitude_noise,20,44,0,0.42635658914728686,0.4261249220351065,0.6247521182621236,129
representation_level,A0,amplitude_noise,20,44,1,0.5476190476190476,0.540883397767641,0.7315759637188209,126
representation_level,A0,amplitude_noise,20,44,2,0.4523809523809524,0.4510835411218553,0.6221655328798185,126
representation_level,A0,amplitude_noise,20,44,3,0.5238095238095238,0.5244434528236402,0.7019085411942555,126
representation_level,A0,amplitude_noise,20,44,4,0.4523809523809524,0.4490392648287385,0.6443688586545729,126
representation_level,A0,amplitude_noise,20,45,0,0.42635658914728686,0.42799625468164787,0.6161889309536686,129
representation_level,A0,amplitude_noise,20,45,1,0.4841269841269842,0.4851993322581558,0.6862244897959183,126
representation_level,A0,amplitude_noise,20,45,2,0.38888888888888884,0.3816494362245044,0.5625472411186697,126
representation_level,A0,amplitude_noise,20,45,3,0.4603174603174603,0.457838672954952,0.6346371882086168,126
representation_level,A0,amplitude_noise,20,45,4,0.4603174603174603,0.4594652611837014,0.632936507936508,126
